institution,date,file_path,gross_loans,credit_impairments,npl_ratio
NEDBANK LTD,2023-09-01,test_data/BA900_2023-09-01_zipcsv/416088.csv,18944847.0,27443806.0,144.86158690012118
STANDARD CHARTERED BANK,2023-09-01,test_data/BA900_2023-09-01_zipcsv/535788.csv,113376.0,918684.0,810.2984758679086
THE STANDARD BANK OF S A LTD,2023-09-01,test_data/BA900_2023-09-01_zipcsv/416061.csv,45409252.0,50274513.0,110.71425047917546
ABSA BANK LTD,2023-10-01,test_data/BA900_2023-10-01_zipcsv/34118.csv,42906309.0,38430595.0,89.5686343003776
ACCESS BANK (SOUTH AFRICA) LIMITED,2023-10-01,test_data/BA900_2023-10-01_zipcsv/416134.csv,436033.0,59407.0,13.624427508927075
AFRICAN BANK LIMITED (N),2023-10-01,test_data/BA900_2023-10-01_zipcsv/160571.csv,6684893.0,11210707.0,167.70211580050722
BANK OF CHINA LTD JHB BRANCH (T/A BANK OF CHINA JHB BRANCH),2023-10-01,test_data/BA900_2023-10-01_zipcsv/337889.csv,826595.0,618775.0,74.85830424815055
CAPITEC BANK,2023-10-01,test_data/BA900_2023-10-01_zipcsv/333107.csv,8978236.0,21974929.0,244.75775642342214
CITIBANK N.A,2023-10-01,test_data/BA900_2023-10-01_zipcsv/165565.csv,2126477.23,107724.52,5.06586755222392
DISCOVERY BANK LIMITED,2023-10-01,test_data/BA900_2023-10-01_zipcsv/165271.csv,5428389.0,512516.0,9.44140149130801
FIRSTRAND BANK LIMITED,2023-10-01,test_data/BA900_2023-10-01_zipcsv/416053.csv,57512552.6176,36538824.5463,63.53191239701362
GBS MUTUAL BANK,2023-10-01,test_data/BA900_2023-10-01_zipcsv/418072.csv,9.0,15405.0,171166.6666666667
HSBC BANK PLC - JOHANNESBURG BRANCH,2023-10-01,test_data/BA900_2023-10-01_zipcsv/535761.csv,1103681.0,82205.0,7.4482572409962655
INVESTEC BANK LTD,2023-10-01,test_data/BA900_2023-10-01_zipcsv/25054.csv,2114001.0,3480447.0,164.6379069830147
NEDBANK LTD,2023-10-01,test_data/BA900_2023-10-01_zipcsv/416088.csv,19100786.0,27578694.0,144.38512635029784
STANDARD CHARTERED BANK,2023-10-01,test_data/BA900_2023-10-01_zipcsv/535788.csv,100044.0,930083.0,929.6739434648755
THE STANDARD BANK OF S A LTD,2023-10-01,test_data/BA900_2023-10-01_zipcsv/416061.csv,43559939.0,50718272.0,116.43329436251047
ABSA BANK LTD,2023-11-01,test_data/BA900_2023-11-01_zipcsv/34118.csv,46347828.0,37642180.0,81.21670771713401
ACCESS BANK (SOUTH AFRICA) LIMITED,2023-11-01,test_data/BA900_2023-11-01_zipcsv/416134.csv,444235.0,61332.0,13.806206174659808
AFRICAN BANK LIMITED (N),2023-11-01,test_data/BA900_2023-11-01_zipcsv/160571.csv,6952480.0,11225585.0,161.46159356085886
BANK OF CHINA LTD JHB BRANCH (T/A BANK OF CHINA JHB BRANCH),2023-11-01,test_data/BA900_2023-11-01_zipcsv/337889.csv,849166.0,628528.0,74.01709441970121
CAPITEC BANK,2023-11-01,test_data/BA900_2023-11-01_zipcsv/333107.csv,9158790.0,22104321.0,241.34542881756212
CITIBANK N.A,2023-11-01,test_data/BA900_2023-11-01_zipcsv/165565.csv,1667506.99,116826.94,7.006083974496563
DISCOVERY BANK LIMITED,2023-11-01,test_data/BA900_2023-11-01_zipcsv/165271.csv,5597477.0,517600.0,9.24702325708529
FIRSTRAND BANK LIMITED,2023-11-01,test_data/BA900_2023-11-01_zipcsv/416053.csv,65908166.0333,36738788.5743,55.742392461258575
GBS MUTUAL BANK,2023-11-01,test_data/BA900_2023-11-01_zipcsv/418072.csv,10.0,14596.0,145960.0
HSBC BANK PLC - JOHANNESBURG BRANCH,2023-11-01,test_data/BA900_2023-11-01_zipcsv/535761.csv,13912.0,73414.0,527.7027027027027
INVESTEC BANK LTD,2023-11-01,test_data/BA900_2023-11-01_zipcsv/25054.csv,2081746.0,3485580.0,167.43541238940773
NEDBANK LTD,2023-11-01,test_data/BA900_2023-11-01_zipcsv/416088.csv,20297173.0,27634297.0,136.14850205986815
STANDARD CHARTERED BANK,2023-11-01,test_data/BA900_2023-11-01_zipcsv/535788.csv,561263.0,963798.0,171.7194969203386
THE STANDARD BANK OF S A LTD,2023-11-01,test_data/BA900_2023-11-01_zipcsv/416061.csv,47012385.0,50847035.0,108.15668041517145
ABSA BANK LTD,2023-12-01,test_data/BA900_2023-12-01_zipcsv/34118.csv,46726208.0,38069790.0,81.47416969936872
ACCESS BANK (SOUTH AFRICA) LIMITED,2023-12-01,test_data/BA900_2023-12-01_zipcsv/416134.csv,425565.0,66575.0,15.643908686099655
AFRICAN BANK LIMITED (N),2023-12-01,test_data/BA900_2023-12-01_zipcsv/160571.csv,7277003.0,11212450.0,154.0806015883187
BANK OF CHINA LTD JHB BRANCH (T/A BANK OF CHINA JHB BRANCH),2023-12-01,test_data/BA900_2023-12-01_zipcsv/337889.csv,1144732.0,615059.0,53.729519223713496
CAPITEC BANK,2023-12-01,test_data/BA900_2023-12-01_zipcsv/333107.csv,9355161.0,22389520.0,239.32800301352378
CITIBANK N.A,2023-12-01,test_data/BA900_2023-12-01_zipcsv/165565.csv,1459462.51,55794.31,3.8229354723198745
DISCOVERY BANK LIMITED,2023-12-01,test_data/BA900_2023-12-01_zipcsv/165271.csv,5684581.0,526746.0,9.26622384305897
FIRSTRAND BANK LIMITED,2023-12-01,test_data/BA900_2023-12-01_zipcsv/416053.csv,65202582.595300004,37035146.0922,56.80012143394701
GBS MUTUAL BANK,2023-12-01,test_data/BA900_2023-12-01_zipcsv/418072.csv,10.0,14011.0,140110.0
HSBC BANK PLC - JOHANNESBURG BRANCH,2023-12-01,test_data/BA900_2023-12-01_zipcsv/535761.csv,9703.0,73946.0,762.0941976708234
INVESTEC BANK LTD,2023-12-01,test_data/BA900_2023-12-01_zipcsv/25054.csv,2098702.0,3319285.0,158.15894776866844
JPMORGAN CHASE BANK (JOHANNESBURG BRANCH),2023-12-01,test_data/BA900_2023-12-01_zipcsv/331899.csv,234.0,17435.0,7450.854700854701
NEDBANK LTD,2023-12-01,test_data/BA900_2023-12-01_zipcsv/416088.csv,20209748.0,27952226.0,138.31061129510374
STANDARD CHARTERED BANK,2023-12-01,test_data/BA900_2023-12-01_zipcsv/535788.csv,2216.0,882626.0,39829.693140794225
THE STANDARD BANK OF S A LTD,2023-12-01,test_data/BA900_2023-12-01_zipcsv/416061.csv,44809982.0,50778980.0,113.32068823415283
ABSA BANK LTD,2024-01-01,test_data/BA900_2024-01-01_zipcsv/34118.csv,46984436.0,38847786.0,82.68224396691704
ACCESS BANK (SOUTH AFRICA) LIMITED,2024-01-01,test_data/BA900_2024-01-01_zipcsv/416134.csv,431897.0,58658.0,13.581478917427074
AFRICAN BANK LIMITED (N),2024-01-01,test_data/BA900_2024-01-01_zipcsv/160571.csv,7533893.0,11221843.0,148.95145179258583
BANK OF CHINA LTD JHB BRANCH (T/A BANK OF CHINA JHB BRANCH),2024-01-01,test_data/BA900_2024-01-01_zipcsv/337889.csv,1157960.0,695264.0,60.042143079208266
CAPITEC BANK,2024-01-01,test_data/BA900_2024-01-01_zipcsv/333107.csv,9604981.0,22270296.0,231.86194746246764
CITIBANK N.A,2024-01-01,test_data/BA900_2024-01-01_zipcsv/165565.csv,1746215.9200000002,71786.05,4.110949234731522
DISCOVERY BANK LIMITED,2024-01-01,test_data/BA900_2024-01-01_zipcsv/165271.csv,5744176.0,546551.0,9.514872106982795
FIRSTRAND BANK LIMITED,2024-01-01,test_data/BA900_2024-01-01_zipcsv/416053.csv,64006972.391200006,36857923.148,57.58423148454903
GBS MUTUAL BANK,2024-01-01,test_data/BA900_2024-01-01_zipcsv/418072.csv,10.0,16963.0,169630.0
HSBC BANK PLC - JOHANNESBURG BRANCH,2024-01-01,test_data/BA900_2024-01-01_zipcsv/535761.csv,12105.0,84601.0,698.8930194134655
INVESTEC BANK LTD,2024-01-01,test_data/BA900_2024-01-01_zipcsv/25054.csv,2168985.0,3057320.0,140.95625373158413
NEDBANK LTD,2024-01-01,test_data/BA900_2024-01-01_zipcsv/416088.csv,19920171.0,27601981.0,138.56297217528905
STANDARD CHARTERED BANK,2024-01-01,test_data/BA900_2024-01-01_zipcsv/535788.csv,22156.0,891772.0,4024.968405849431
THE STANDARD BANK OF S A LTD,2024-01-01,test_data/BA900_2024-01-01_zipcsv/416061.csv,44740829.0,51943132.0,116.09783090965973
ABSA BANK LTD,2024-02-01,test_data/BA900_2024-02-01_zipcsv/34118.csv,46759010.0,39423532.0,84.31216144225466
ACCESS BANK (SOUTH AFRICA) LIMITED,2024-02-01,test_data/BA900_2024-02-01_zipcsv/416134.csv,442527.0,65735.0,14.854460857755573
AFRICAN BANK LIMITED (N),2024-02-01,test_data/BA900_2024-02-01_zipcsv/160571.csv,7766017.0,10988574.0,141.4956212431675
BANK OF CHINA LTD JHB BRANCH (T/A BANK OF CHINA JHB BRANCH),2024-02-01,test_data/BA900_2024-02-01_zipcsv/337889.csv,1136055.0,684787.0,60.27762740360282
CAPITEC BANK,2024-02-01,test_data/BA900_2024-02-01_zipcsv/333107.csv,9680861.0,22260504.0,229.94343168443385
CITIBANK N.A,2024-02-01,test_data/BA900_2024-02-01_zipcsv/165565.csv,2539129.33,484125.83,19.066607765111357
DISCOVERY BANK LIMITED,2024-02-01,test_data/BA900_2024-02-01_zipcsv/165271.csv,5791709.0,552384.0,9.53749575470729
FIRSTRAND BANK LIMITED,2024-02-01,test_data/BA900_2024-02-01_zipcsv/416053.csv,64184086.8215,37588022.7441,58.56283793307625
GBS MUTUAL BANK,2024-02-01,test_data/BA900_2024-02-01_zipcsv/418072.csv,10.0,15380.0,153800.0
HSBC BANK PLC - JOHANNESBURG BRANCH,2024-02-01,test_data/BA900_2024-02-01_zipcsv/535761.csv,29135.0,76234.0,261.65779989703105
INVESTEC BANK LTD,2024-02-01,test_data/BA900_2024-02-01_zipcsv/25054.csv,2242554.0,2882607.0,128.541252518334
NEDBANK LTD,2024-02-01,test_data/BA900_2024-02-01_zipcsv/416088.csv,20280529.0,27716737.0,136.6667358627578
STANDARD CHARTERED BANK,2024-02-01,test_data/BA900_2024-02-01_zipcsv/535788.csv,8110.0,898676.0,11081.085080147966
THE STANDARD BANK OF S A LTD,2024-02-01,test_data/BA900_2024-02-01_zipcsv/416061.csv,44471074.0,53050371.0,119.29185924315658
ABSA BANK LTD,2024-03-01,test_data/BA900_2024-03-01_zipcsv/34118.csv,48276163.0,39807568.0,82.45801970633002
ACCESS BANK (SOUTH AFRICA) LIMITED,2024-03-01,test_data/BA900_2024-03-01_zipcsv/416134.csv,440749.0,63105.0,14.31767287049999
AFRICAN BANK LIMITED (N),2024-03-01,test_data/BA900_2024-03-01_zipcsv/160571.csv,7971464.0,10306716.0,129.29514578501517
BANK OF CHINA LTD JHB BRANCH (T/A BANK OF CHINA JHB BRANCH),2024-03-01,test_data/BA900_2024-03-01_zipcsv/337889.csv,1035259.0,694975.0,67.13054414402579
CAPITEC BANK,2024-03-01,test_data/BA900_2024-03-01_zipcsv/333107.csv,9854174.0,22432047.0,227.64005384926227
CITIBANK N.A,2024-03-01,test_data/BA900_2024-03-01_zipcsv/165565.csv,3220869.54,313804.27,9.742843232327877
DISCOVERY BANK LIMITED,2024-03-01,test_data/BA900_2024-03-01_zipcsv/165271.csv,5950655.0,573420.0,9.63625012708685
FIRSTRAND BANK LIMITED,2024-03-01,test_data/BA900_2024-03-01_zipcsv/416053.csv,63132183.2907,38030793.0458,60.23994587781397
GBS MUTUAL BANK,2024-03-01,test_data/BA900_2024-03-01_zipcsv/418072.csv,10.0,15455.0,154550.0
HSBC BANK PLC - JOHANNESBURG BRANCH,2024-03-01,test_data/BA900_2024-03-01_zipcsv/535761.csv,17810.0,77358.0,434.35148792813027
INVESTEC BANK LTD,2024-03-01,test_data/BA900_2024-03-01_zipcsv/25054.csv,2128721.0,2718173.0,127.69043007514841
JPMORGAN CHASE BANK (JOHANNESBURG BRANCH),2024-03-01,test_data/BA900_2024-03-01_zipcsv/331899.csv,96372.0,23135.0,24.005935333914415
NEDBANK LTD,2024-03-01,test_data/BA900_2024-03-01_zipcsv/416088.csv,20160279.0,28004925.0,138.91139601788248
STANDARD CHARTERED BANK,2024-03-01,test_data/BA900_2024-03-01_zipcsv/535788.csv,3516.0,899194.0,25574.34584755404
THE STANDARD BANK OF S A LTD,2024-03-01,test_data/BA900_2024-03-01_zipcsv/416061.csv,49588626.0,54098856.0,109.09529132749111
ABSA BANK LTD,2024-04-01,test_data/BA900_2024-04-01_zipcsv/34118.csv,49186430.0,40542265.0,82.42571172577478
ACCESS BANK (SOUTH AFRICA) LIMITED,2024-04-01,test_data/BA900_2024-04-01_zipcsv/416134.csv,332899.0,65675.0,19.72820585222545
AFRICAN BANK LIMITED (N),2024-04-01,test_data/BA900_2024-04-01_zipcsv/160571.csv,8174734.0,10416686.0,127.42538166991122
BANK OF CHINA LTD JHB BRANCH (T/A BANK OF CHINA JHB BRANCH),2024-04-01,test_data/BA900_2024-04-01_zipcsv/337889.csv,1478270.0,631571.0,42.723656706826226
CAPITEC BANK,2024-04-01,test_data/BA900_2024-04-01_zipcsv/333107.csv,9927165.0,22535573.0,227.00915115241864
CITIBANK N.A,2024-04-01,test_data/BA900_2024-04-01_zipcsv/165565.csv,2098095.3,65092.93,3.102477280226499
DISCOVERY BANK LIMITED,2024-04-01,test_data/BA900_2024-04-01_zipcsv/165271.csv,5938124.0,586390.0,9.875004294285535
FIRSTRAND BANK LIMITED,2024-04-01,test_data/BA900_2024-04-01_zipcsv/416053.csv,63071088.4691,38596486.711,61.195212652639285
GBS MUTUAL BANK,2024-04-01,test_data/BA900_2024-04-01_zipcsv/418072.csv,10.0,20348.0,203480.0
HSBC BANK PLC - JOHANNESBURG BRANCH,2024-04-01,test_data/BA900_2024-04-01_zipcsv/535761.csv,743727.0,81943.0,11.017886939696957
INVESTEC BANK LTD,2024-04-01,test_data/BA900_2024-04-01_zipcsv/25054.csv,2149578.0,2726252.0,126.82731215150136
JPMORGAN CHASE BANK (JOHANNESBURG BRANCH),2024-04-01,test_data/BA900_2024-04-01_zipcsv/331899.csv,31.0,23370.0,75387.09677419355
NEDBANK LTD,2024-04-01,test_data/BA900_2024-04-01_zipcsv/416088.csv,19735126.0,28333216.0,143.56744416022477
STANDARD CHARTERED BANK,2024-04-01,test_data/BA900_2024-04-01_zipcsv/535788.csv,55540.0,902180.0,1624.3788260713
THE STANDARD BANK OF S A LTD,2024-04-01,test_data/BA900_2024-04-01_zipcsv/416061.csv,43995807.0,53655531.0,121.95601048981781
ABSA BANK LTD,2024-05-01,test_data/BA900_2024-05-01_zipcsv/34118.csv,48084503.0,41474777.0,86.25393715725835
ACCESS BANK (SOUTH AFRICA) LIMITED,2024-05-01,test_data/BA900_2024-05-01_zipcsv/416134.csv,1114098.0,68257.0,6.126660311749954
AFRICAN BANK LIMITED (N),2024-05-01,test_data/BA900_2024-05-01_zipcsv/160571.csv,8402796.0,10471128.0,124.61480678574132
BANK OF CHINA LTD JHB BRANCH (T/A BANK OF CHINA JHB BRANCH),2024-05-01,test_data/BA900_2024-05-01_zipcsv/337889.csv,1468747.0,636078.0,43.30752675579933
CAPITEC BANK,2024-05-01,test_data/BA900_2024-05-01_zipcsv/333107.csv,10082888.0,22547223.0,223.61869932503464
CITIBANK N.A,2024-05-01,test_data/BA900_2024-05-01_zipcsv/165565.csv,486670.56,49368.41,10.144112682714978
DISCOVERY BANK LIMITED,2024-05-01,test_data/BA900_2024-05-01_zipcsv/165271.csv,6031046.0,602740.0,9.993954614174722
FIRSTRAND BANK LIMITED,2024-05-01,test_data/BA900_2024-05-01_zipcsv/416053.csv,61427022.7953,39244077.2837,63.88731782505126
GBS MUTUAL BANK,2024-05-01,test_data/BA900_2024-05-01_zipcsv/418072.csv,5.0,20348.0,406960.0
HSBC BANK PLC - JOHANNESBURG BRANCH,2024-05-01,test_data/BA900_2024-05-01_zipcsv/535761.csv,11237.0,78840.0,701.6107502002313
INVESTEC BANK LTD,2024-05-01,test_data/BA900_2024-05-01_zipcsv/25054.csv,2166007.0,2744097.0,126.68920275880917
NEDBANK LTD,2024-05-01,test_data/BA900_2024-05-01_zipcsv/416088.csv,19757019.0,27823659.0,140.82923643490955
STANDARD CHARTERED BANK,2024-05-01,test_data/BA900_2024-05-01_zipcsv/535788.csv,74601.0,847654.0,1136.2501843138832
THE STANDARD BANK OF S A LTD,2024-05-01,test_data/BA900_2024-05-01_zipcsv/416061.csv,45180148.0,54081341.0,119.70155786120931
ABSA BANK LTD,2024-06-01,test_data/BA900_2024-06-01_zipcsv/34118.csv,49830499.0,40672005.0,81.62070582516141
ACCESS BANK (SOUTH AFRICA) LIMITED,2024-06-01,test_data/BA900_2024-06-01_zipcsv/416134.csv,1375888.0,74625.0,5.423769958019839
AFRICAN BANK LIMITED (N),2024-06-01,test_data/BA900_2024-06-01_zipcsv/160571.csv,8779472.0,10413927.0,118.61678014349837
BANK OF CHINA LTD JHB BRANCH (T/A BANK OF CHINA JHB BRANCH),2024-06-01,test_data/BA900_2024-06-01_zipcsv/337889.csv,1096819.0,631850.0,57.60749950538785
CAPITEC BANK,2024-06-01,test_data/BA900_2024-06-01_zipcsv/333107.csv,10289430.0,22524558.0,218.90967721244033
CITIBANK N.A,2024-06-01,test_data/BA900_2024-06-01_zipcsv/165565.csv,1913175.3199999998,67828.65,3.545344187275006
DISCOVERY BANK LIMITED,2024-06-01,test_data/BA900_2024-06-01_zipcsv/165271.csv,6211751.0,568120.0,9.145891391976273
FIRSTRAND BANK LIMITED,2024-06-01,test_data/BA900_2024-06-01_zipcsv/416053.csv,61756848.9208,39543421.3454,64.03082740849102
HSBC BANK PLC - JOHANNESBURG BRANCH,2024-06-01,test_data/BA900_2024-06-01_zipcsv/535761.csv,16437.0,83538.0,508.2314290929002
INVESTEC BANK LTD,2024-06-01,test_data/BA900_2024-06-01_zipcsv/25054.csv,2125845.0,2709718.0,127.46545491322274
JPMORGAN CHASE BANK (JOHANNESBURG BRANCH),2024-06-01,test_data/BA900_2024-06-01_zipcsv/331899.csv,1.0,95292.0,9529200.0
NEDBANK LTD,2024-06-01,test_data/BA900_2024-06-01_zipcsv/416088.csv,19665969.0,27708511.0,140.89573211470028
STANDARD CHARTERED BANK,2024-06-01,test_data/BA900_2024-06-01_zipcsv/535788.csv,1723171.0,838395.0,48.65419624633887
THE STANDARD BANK OF S A LTD,2024-06-01,test_data/BA900_2024-06-01_zipcsv/416061.csv,44990543.0,52850003.0,117.46913790304777
ABSA BANK LTD,2024-07-01,test_data/BA900_2024-07-01_zipcsv/34118.csv,48641530.0,40660234.0,83.59160166220101
ACCESS BANK (SOUTH AFRICA) LIMITED,2024-07-01,test_data/BA900_2024-07-01_zipcsv/416134.csv,1444848.0,50560.0,3.4993300333322255
AFRICAN BANK LIMITED (N),2024-07-01,test_data/BA900_2024-07-01_zipcsv/160571.csv,9198604.0,10347368.0,112.48846020548335
BANK OF CHINA LTD JHB BRANCH (T/A BANK OF CHINA JHB BRANCH),2024-07-01,test_data/BA900_2024-07-01_zipcsv/337889.csv,1011450.0,671024.0,66.34277522368876
CAPITEC BANK,2024-07-01,test_data/BA900_2024-07-01_zipcsv/333107.csv,10383611.0,24383736.0,234.82905898535682
CITIBANK N.A,2024-07-01,test_data/BA900_2024-07-01_zipcsv/165565.csv,349134.63,76912.33,22.02941885197696
DISCOVERY BANK LIMITED,2024-07-01,test_data/BA900_2024-07-01_zipcsv/165271.csv,6085705.0,564611.0,9.27765969595963
FIRSTRAND BANK LIMITED,2024-07-01,test_data/BA900_2024-07-01_zipcsv/416053.csv,65173841.5232,39738014.4541,60.972337252752574
GBS MUTUAL BANK,2024-07-01,test_data/BA900_2024-07-01_zipcsv/418072.csv,5.0,23080.0,461600.0
HSBC BANK PLC - JOHANNESBURG BRANCH,2024-07-01,test_data/BA900_2024-07-01_zipcsv/535761.csv,17289.0,79448.0,459.52918040372487
INVESTEC BANK LTD,2024-07-01,test_data/BA900_2024-07-01_zipcsv/25054.csv,2146531.0,2740156.0,127.65508627641529
JPMORGAN CHASE BANK (JOHANNESBURG BRANCH),2024-07-01,test_data/BA900_2024-07-01_zipcsv/331899.csv,2.0,95527.0,4776350.0
NEDBANK LTD,2024-07-01,test_data/BA900_2024-07-01_zipcsv/416088.csv,18990561.0,27435002.0,144.46651681327373
STANDARD CHARTERED BANK,2024-07-01,test_data/BA900_2024-07-01_zipcsv/535788.csv,2639280.0,844534.0,31.99865114728259
THE STANDARD BANK OF S A LTD,2024-07-01,test_data/BA900_2024-07-01_zipcsv/416061.csv,44242374.0,53033385.0,119.87011592099466
ABSA BANK LTD,2024-08-01,test_data/BA900_2024-08-01_zipcsv/34118.csv,52723095.0,40595100.0,76.99680756602017
ACCESS BANK (SOUTH AFRICA) LIMITED,2024-08-01,test_data/BA900_2024-08-01_zipcsv/416134.csv,1407588.0,48576.0,3.451009812530371
AFRICAN BANK LIMITED (N),2024-08-01,test_data/BA900_2024-08-01_zipcsv/160571.csv,9484020.0,10775676.0,113.61928802343311
BANK OF CHINA LTD JHB BRANCH (T/A BANK OF CHINA JHB BRANCH),2024-08-01,test_data/BA900_2024-08-01_zipcsv/337889.csv,990735.0,590936.0,59.64622224913827
CAPITEC BANK,2024-08-01,test_data/BA900_2024-08-01_zipcsv/333107.csv,10566821.0,24811566.0,234.8063433647641
CITIBANK N.A,2024-08-01,test_data/BA900_2024-08-01_zipcsv/165565.csv,285175.82,52638.66,18.45831810004088
DISCOVERY BANK LIMITED,2024-08-01,test_data/BA900_2024-08-01_zipcsv/165271.csv,6180632.0,574897.0,9.30158922259083
FIRSTRAND BANK LIMITED,2024-08-01,test_data/BA900_2024-08-01_zipcsv/416053.csv,64894151.442,39683700.8117,61.1514287958104
GBS MUTUAL BANK,2024-08-01,test_data/BA900_2024-08-01_zipcsv/418072.csv,11.0,24699.0,224536.36363636365
HSBC BANK PLC - JOHANNESBURG BRANCH,2024-08-01,test_data/BA900_2024-08-01_zipcsv/535761.csv,13814.0,67844.0,491.1249457072535
INVESTEC BANK LTD,2024-08-01,test_data/BA900_2024-08-01_zipcsv/25054.csv,2186244.0,2553784.0,116.81148124363064
NEDBANK LTD,2024-08-01,test_data/BA900_2024-08-01_zipcsv/416088.csv,18859738.0,27260958.0,144.5457937962871
STANDARD CHARTERED BANK,2024-08-01,test_data/BA900_2024-08-01_zipcsv/535788.csv,491358.0,845398.0,172.05337045494323
THE STANDARD BANK OF S A LTD,2024-08-01,test_data/BA900_2024-08-01_zipcsv/416061.csv,43490525.0,52790666.0,121.38429232574222
ABSA BANK LTD,2024-09-01,test_data/BA900_2024-09-01_zipcsv/34118.csv,50830538.0,40384982.0,79.45023521096708
ACCESS BANK (SOUTH AFRICA) LIMITED,2024-09-01,test_data/BA900_2024-09-01_zipcsv/416134.csv,1030508.0,67757.0,6.575106646430692
AFRICAN BANK LIMITED (N),2024-09-01,test_data/BA900_2024-09-01_zipcsv/160571.csv,9684845.0,10600145.0,109.45084820665689
BANK OF CHINA LTD JHB BRANCH (T/A BANK OF CHINA JHB BRANCH),2024-09-01,test_data/BA900_2024-09-01_zipcsv/337889.csv,794378.0,592104.0,74.5368074141026
CAPITEC BANK,2024-09-01,test_data/BA900_2024-09-01_zipcsv/333107.csv,10752338.0,25030005.0,232.78662742930885
CITIBANK N.A,2024-09-01,test_data/BA900_2024-09-01_zipcsv/165565.csv,261530.05,64680.66,24.73163600129316
DISCOVERY BANK LIMITED,2024-09-01,test_data/BA900_2024-09-01_zipcsv/165271.csv,6211310.0,565760.0,9.108545540312752
FIRSTRAND BANK LIMITED,2024-09-01,test_data/BA900_2024-09-01_zipcsv/416053.csv,65793108.9804,39637124.7266,60.24510065090257
GBS MUTUAL BANK,2024-09-01,test_data/BA900_2024-09-01_zipcsv/418072.csv,11.0,25152.0,228654.54545454544
HSBC BANK PLC - JOHANNESBURG BRANCH,2024-09-01,test_data/BA900_2024-09-01_zipcsv/535761.csv,1466616.0,84952.0,5.792381918648099
INVESTEC BANK LTD,2024-09-01,test_data/BA900_2024-09-01_zipcsv/25054.csv,2163478.0,2444161.0,112.97369328460931
JPMORGAN CHASE BANK (JOHANNESBURG BRANCH),2024-09-01,test_data/BA900_2024-09-01_zipcsv/331899.csv,1.0,77640.0,7764000.0
NEDBANK LTD,2024-09-01,test_data/BA900_2024-09-01_zipcsv/416088.csv,18962815.0,27706363.0,146.1089136818558
STANDARD CHARTERED BANK,2024-09-01,test_data/BA900_2024-09-01_zipcsv/535788.csv,72493.0,851430.0,1174.499606858593
THE STANDARD BANK OF S A LTD,2024-09-01,test_data/BA900_2024-09-01_zipcsv/416061.csv,48016837.0,53463968.0,111.34421036521003
ABSA BANK LTD,2024-10-01,test_data/BA900_2024-10-01_zipcsv/34118.csv,50501833.0,40479237.0,80.153995598536
ACCESS BANK (SOUTH AFRICA) LIMITED,2024-10-01,test_data/BA900_2024-10-01_zipcsv/416134.csv,944430.0,73629.0,7.7961309996505825
AFRICAN BANK LIMITED (N),2024-10-01,test_data/BA900_2024-10-01_zipcsv/160571.csv,9890798.0,10592066.0,107.09010536864669
BANK OF CHINA LTD JHB BRANCH (T/A BANK OF CHINA JHB BRANCH),2024-10-01,test_data/BA900_2024-10-01_zipcsv/337889.csv,952512.0,600318.0,63.02471779883088
CAPITEC BANK,2024-10-01,test_data/BA900_2024-10-01_zipcsv/333107.csv,10927644.0,25125188.0,229.92319295906785
CITIBANK N.A,2024-10-01,test_data/BA900_2024-10-01_zipcsv/165565.csv,653846.72,187547.77,28.683751751480834
DISCOVERY BANK LIMITED,2024-10-01,test_data/BA900_2024-10-01_zipcsv/165271.csv,6301790.0,572040.0,9.077420859787457
FIRSTRAND BANK LIMITED,2024-10-01,test_data/BA900_2024-10-01_zipcsv/416053.csv,66830121.671,40136317.2111,60.05722600459755
GBS MUTUAL BANK,2024-10-01,test_data/BA900_2024-10-01_zipcsv/418072.csv,11.0,24779.0,225263.63636363635
HSBC BANK PLC - JOHANNESBURG BRANCH,2024-10-01,test_data/BA900_2024-10-01_zipcsv/535761.csv,249853.0,94402.0,37.783016413651225
INVESTEC BANK LTD,2024-10-01,test_data/BA900_2024-10-01_zipcsv/25054.csv,2213815.0,2432271.0,109.8678525531718
JPMORGAN CHASE BANK (JOHANNESBURG BRANCH),2024-10-01,test_data/BA900_2024-10-01_zipcsv/331899.csv,3.0,77640.0,2588000.0
NEDBANK LTD,2024-10-01,test_data/BA900_2024-10-01_zipcsv/416088.csv,18408098.0,27206169.0,147.79456845568728
STANDARD CHARTERED BANK,2024-10-01,test_data/BA900_2024-10-01_zipcsv/535788.csv,175157.0,858707.0,490.24989009859723
THE STANDARD BANK OF S A LTD,2024-10-01,test_data/BA900_2024-10-01_zipcsv/416061.csv,46397657.0,54474417.0,117.40768935810704
ABSA BANK LTD,2024-11-01,test_data/BA900_2024-11-01_zipcsv/34118.csv,50828181.0,40370331.0,79.42509490945584
ACCESS BANK (SOUTH AFRICA) LIMITED,2024-11-01,test_data/BA900_2024-11-01_zipcsv/416134.csv,513860.0,75505.0,14.693690888568872
AFRICAN BANK LIMITED (N),2024-11-01,test_data/BA900_2024-11-01_zipcsv/160571.csv,10069743.0,10521278.0,104.48407670384438
BANK OF CHINA LTD JHB BRANCH (T/A BANK OF CHINA JHB BRANCH),2024-11-01,test_data/BA900_2024-11-01_zipcsv/337889.csv,948194.0,615898.0,64.95485101150187
CAPITEC BANK,2024-11-01,test_data/BA900_2024-11-01_zipcsv/333107.csv,11187692.0,25286100.0,226.01712667813877
